airline_sentiment,clean_tweet
neutral,how come ABC is the only one of the network channels you do not have?
negative,started my flight with a scolding for using an overhead bin that was then offered to the person seated next to me.
positive,". not only was it great, but you return my calls the day after. could not ask for more."
negative,"While other airlines were not Cancelled Flighting flights into BOS, and helping their customers get home, Virgin was saying Good luck!"
neutral,"Dear Virgin customer, while you are stranded in SF for days &amp; $ cost- we will do the very least we can to accommodate you!"
neutral,should use this in their next airline commercial lol ::
negative,Grouping Virgin in with the others now. BOS weather has exposed their actual Cus Serv model. Never Flight Booking Problems with Virgin again!
negative,"As one of the travelers affected by the Boston storm, I am shocked at Virgin's complete apathy toward their customers."
negative,Umm so no reason as to why this is? Is there someone different I should contact (or contact me) to get a definitive answer?
negative,Trying to make the change in advance (not just hours prior)atried it online earlier and it wanted $ in change fees.
positive,"so loyal that I am driving to from , to fly Virgin, since you cut flights ;)"
neutral,Any way to change from Main Cabin to Main Cabin Select (on same flight) without paying a change fee penalty?
positive,you guys are perfect as always! &lt;
positive,thanks! Y'all have some of the best customer service left in the industry.
neutral,Can you give me Silver Status for months?
positive,really wish you would fly out of those fares are amazings
negative,"mood lighting on pointd Reclining my seat, kickin up my feetd"
negative,my flight ( ) scheduled for pm departure still says on time but no plane at gate. Any update on how long of a delay?
negative,my group got their Cancelled Flightlation fees waived but I can not because my ticket is booked for / ? Your reps were no help either d!
neutral,Are there any sign up bonuses to enroll in Elevate?
positive,just got on the pm in Newark home to LA. Your folks at EWR are incredible
neutral,morning. If I have a question regarding elevate points &amp; flights can I DM you?
neutral,still waiting to see d
neutral,was wondering if you guys recieved my dm and we are able to potentially respond asap
positive,Flying LAX to SFO and after looking at the awesome movie lineup I actually wish I was on a long haul.
neutral,a Book out of town with fares from $ /way (+restr). @JenniferDawnPro
positive,Thanks for taking care of that MR!! Happy customer.
negative,still no refund or word via DM. Please resolve this issue as your Cancelled Flightled flight was useless to my assistant's trip.
negative,Delayed due to lack of crew and now delayed again because there is a long line for deicing... Still need to improve service
positive,thanks -- we filled it out. how is our luck with this? Is it common?
negative,Your ERI-ORD express connections are hugely popular .. now if only we could have an ERI-EWR hop! :)
neutral,even on international flight Glasgow to the U.S.? Then what about orlando to Newark? All mins?
negative,you think you boarded flight AU too early? I think so.
neutral,"I understand, but it is tough when there is no way to get to the airport w/o serious risk of an accident. it is a steep price."
negative,"Gate agent hooked me up with alternate flights. If you have a way to PREVENT the constant issues, that would rock."
neutral,flying gla-mco in a few weeks. How long do we have to be at airport for before departure for both international and domestic? Ta
positive,Thanks. It is on the same ticket.
neutral,why not? Is it a law or a policy?
negative,is the worst. Nonrefundable First class tickets? Oh because when you select Global/FC their system auto selects economy w/upgrade.
negative,So I can buy tix days before flight but can not transfer the tix. Flawed security logic. Flawed customer service
negative,"I did start a claim but - weeks is unrealistic, am I really supposed to go that long with out a car seat for my child.Ridiculous!"
positive,follow me please this airline is beautifull a
neutral,"no I do not, but I am sure United have my info on its system."
negative,"if the car seat is lost should just reimburse me for a new one, this is not a pair of shoes, it is a necessity for my child"
neutral,Just submitted my response on the link you sent.
neutral,"yes, David Allan send an email with this number (KMM V L KM) and case"
negative,that totally sucks my cousin worked at PHL said @united
positive,just wanted to let you know how wonderful Rosetta the gate agent was working flight Dan to Ase. Let her know she wasappreciated
neutral,"yes, a paper voucher that I got on January th"
negative,beginning of Feb I called United they said they would send another voucher by mail. Never got anything.
negative,"the internet is a great thing. I am emailing executives in your company, maybe they will respond to me in a timely manner."
neutral,"Do I need to use a Chase United Club pass for my yr old son, or can he come in with me on my pass?"
neutral,and what am I suppose to do with that number?
negative,thats weak. See ya d Hey !!
negative,I flew back w other company since United didnt have an earlier flight
neutral,I lost a voucher that I was given in Miami aeroport on jan . I did not use it.
negative,I am trying to book awards for September and need flights on but they will not show even w/ many award seats availab
negative,I sure did. I had to drive a total of hours to get my own bag. I would like to explain that debacle but no one wants to talk to me.
neutral,Gee that is like almost caring about ppl more than $$. Think I am more int in having a trusted adult w/ daughter .
negative,"See? We were told repeatedly that the pilot was Late Flight and kept getting Late Flightr. After we boarded, there was a defibrillator issue."
negative,why no preferred security line anymore. My TSA pre-check did not pull on my partner flight!
negative,Airport need to indicate different gate#'s for terminals A&amp;C.
negative,"yes please! I am newly married and trying to update my last name on a preexisting international flight! It seems so easy, but..."
