sentiment,text,clean_tweet
3,The best guest behind Apple's rapid stock price decline yesterday is algorithmic trading. $40bn wiped off by automatic computer trades #AAPL,The best guest behind Apple's rapid stock price decline yesterday is algorithmic trading. $ bn wiped off by automatic computer trades
3,@Apple awarded #patent 4 #augmented reality devices w #transparent #displays - http://t.co/uwfnVajgU7 http://t.co/yuhQsR8lOb,awarded reality devices w -
1,@apple #apple #iphone @iphone #iphone4s #iphone4problems  SOMEONE FUCKING HELP ME SOMEONE WHO WORKS AT APPLE FUCKING HELP ME DO UR JOB CUNTS,SOMEONE FUCKING HELP ME SOMEONE WHO WORKS AT APPLE FUCKING HELP ME DO UR JOB CUNTS
1,"WTF @Apple, synching notes or iCloud pages is unusable. It used to be easier.",WTF synching notes or iCloud pages is unusable. It used to be easier.
3,#Nasdaq100 #recent #market #exit #4: Sold $AAPL long for a 10.49% #gain in 20 days. #AAPL #forex #trading #stocks,: Sold $AAPL long for a . % in days.
1,hey @apple fuck you just let me change stores,hey fuck you just let me change stores
1,about to write a huge fuck you to @apple for not letting me make reservations to get my laptop fixed,about to write a huge fuck you to for not letting me make reservations to get my laptop fixed
1,"Apple tumbles as much as 6 percent in unusual trading $AAPL #aapl
http://t.co/0wtDVpBm4u",Apple tumbles as much as percent in unusual trading $AAPL
3,"@angusdick yes, had that exact issue. Took it to @apple for a free battery replacement. Trackpad ended up being fine.","yes, had that exact issue. Took it to for a free battery replacement. Trackpad ended up being fine."
1,@JimCramer Says 'Machines' Caused @Apple's Big Drop $AAPL  http://t.co/pfzq1N52hH,Says 'Machines' Caused Big Drop $AAPL
1,@maxscottslade @Apple yeah the trackpad is fine and working now! but I had to damage one of the screw holdings to get the battery out,yeah the trackpad is fine and working now! but I had to damage one of the screw holdings to get the battery out
3,"Video Shows Size of 12.2-Inch 'iPad Air Plus' Mockup Next to iPhones, iPads, and MacBook http://t.co/B3V5X45stZ #AAPL","Video Shows Size of . -Inch 'iPad Air Plus' Mockup Next to iPhones, iPads, and MacBook"
3,"RT @elnuevoherald: Steve Jobs, clave en juicio contra @Apple 
http://t.co/IcEOFgkm1q http://t.co/eDiR5Mahxn","RT Steve Jobs, clave en juicio contra"
1,@Apple #fail - Since updating my #ipad #OS there is a #bug that does not delete videos and free up memory forcing... http://t.co/AjdDTF19Nn,- Since updating my there is a that does not delete videos and free up memory forcing...
3,"Apple Opening New Retail Store in Toledo, Ohio Saturday, December 6 [Mac Blog] http://t.co/ynkgEl9JSL #AAPL","Apple Opening New Retail Store in Toledo, Ohio Saturday, December [Mac Blog]"
3,"Why Morgan Stanley Is Negative On Apple And The Tech Sector $AAPL #aapl
http://t.co/wARhEy9ueH",Why Morgan Stanley Is Negative On Apple And The Tech Sector $AAPL
3,"Google Is Now Beating Apple In This One Key Sector $AAPL #aapl
http://t.co/WvcXxxXlds",Google Is Now Beating Apple In This One Key Sector $AAPL
3,"BBC News - Evidence by late Steve Jobs to be used in music trial
#AAPL

http://t.co/I6DXPPUWJy",BBC News - Evidence by late Steve Jobs to be used in music trial
1,my alarm was set the ringer was on and it just refused to work fuck u @apple,my alarm was set the ringer was on and it just refused to work fuck u @apple
3,@twitter @facebook @AlibabaTalk @google @Apple n more in race to win payments? What's future of #payments start-ups? @microsave @FinTechHub,n more in race to win payments? what is future of start-ups? @FinTechHub
1,"I'm lost because it's deer season, but there is no deer emoji. Come on @Apple, how am I suppose to show the love to all my huntin' friendz?","I am lost because it is deer season, but there is no deer emoji. Come on how am I suppose to show the love to all my huntin' friendz?"
3,@NeimanMarcus utilizing iBeacons for #engagement to send messages to @Apple Passbook #personalization http://t.co/CVNq0lUhNO via @pymnts,utilizing iBeacons for to send messages to Passbook via @pymnts
3,Technology News: @Apple trial to feature unseen late #SteveJobs video deposition http://t.co/YVyoTpdMZP,Technology News: trial to feature unseen late video deposition
1,@Apple I figured out #memory issue on my #ipad. It wasnt a #bug but a new hidden folder that stores our  images... http://t.co/vEKIE3qlDp,I figured out issue on my . It wasnt a but a new hidden folder that stores our images...
3,We will be in room 1215 at 3:15 today presenting on our experience with @Apple DEP and @JAMFSoftware   #herewegolakers,We will be in room at : today presenting on our experience with DEP and
3,#AAPL:Pacific Crest's Apple Analyst Reiterates Selling Some Shares...http://t.co/zj974XddLN,:Pacific Crest's Apple Analyst Reiterates Selling Some Shares...
3,"Pacific Crest's Apple Analyst Reiterates Selling Some Shares $AAPL #aapl
http://t.co/WMosfzhzZi",Pacific Crest's Apple Analyst Reiterates Selling Some Shares $AAPL
1,"#AppleLawSuit Depends on exactly what @Apple did to hold back/beat their competition. There are fair game competitive tactics &amp; unfair 1s
YK",Depends on exactly what did to hold back/beat their competition. There are fair game competitive tactics &amp; unfair s YK
3,"#AAPL:
    Audio: Auto sales due; Apple lawsuit heads to court...http://t.co/Kvb1L61oLN",: Audio: Auto sales due; Apple lawsuit heads to court...
3,Apple's PT raised by Canaccord Genuity to $135.00. buy rating. http://t.co/Nh2vs5lzoE $AAPL #AAPL,Apple's PT raised by Canaccord Genuity to $ . . buy rating. $AAPL
3,Apple's PT raised by Canaccord Genuity to $135.00. buy rating. http://t.co/Tb5dmDEjeA $AAPL #AAPL,Apple's PT raised by Canaccord Genuity to $ . . buy rating. $AAPL
1,"IPhone6 has too many issues,  why tf is the earphone plug in not working @apple u better fix this shit for free.","IPhone has too many issues, why tf is the earphone plug in not working u better fix this shit for free."
3,"Cheap Chromebooks teach Apple a lesson: Price matters $AAPL #aapl
http://t.co/GUC5yr4cMf",Cheap Chromebooks teach Apple a lesson: Price matters $AAPL
1,"@mcmillanstu @D1PZ... But trying to get launch info ahead of time from telco marketing teams was a nightmare - thanks @apple!
#EcomChat",But trying to get launch info ahead of time from telco marketing teams was a nightmare - thanks
1,Dear @apple replace my phone my battery sucks,Dear replace my phone my battery sucks
3,#Apple heads to trial over iTunes update #AAPL http://t.co/BevWxGyCVk,heads to trial over iTunes update
3,From beyond the grave! RT @GMA: Jurors set 2 hear fr star witness at @Apple trial: Steve Jobs. http://t.co/kehRY5VYAS http://t.co/KgvFdBtF7S,From beyond the grave! RT Jurors set hear fr star witness at trial: Steve Jobs.
3,.@Apple heads to trial over digital music claims $APPL #tech,. heads to trial over digital music claims $APPL
5,"Fantastic service today @Apple store Touchwood - thanks to all, &amp; esp Zach for sorting my battery problem so quickly &amp; efficiently.","Fantastic service today store Touchwood - thanks to all, &amp; esp Zach for sorting my battery problem so quickly &amp; efficiently."
3,"Here's why Apple dropped $AAPL #aapl
http://t.co/QOa336kFYs",Here's why Apple dropped $AAPL
3,"APPLE Intraday Comments - Pre-Opening - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z",APPLE Intraday Comments - Pre-Opening - PREMIUM USERS
3,@losskitty @Apple its always like that with new products from apple,its always like that with new products from apple
1,RT @laurrynk: Dear @apple replace my phone my battery sucks,RT Dear replace my phone my battery sucks
1,"@ThisDueeMarco @Apple thats annoying, they never get stuff right the first time.","thats annoying, they never get stuff right the first time."
3,@jimcramer What is going on with #aapl....,What is going on with ....
3,"Apple Lower as Analyst Sees Risk of Sharp Production Cuts for iPhone 6 Plus in Q1 $AAPL #aapl
http://t.co/SqEtCeOJPQ",Apple Lower as Analyst Sees Risk of Sharp Production Cuts for iPhone Plus in Q $AAPL
3,"RT @JPDesloges: Apple Lower as Analyst Sees Risk of Sharp Production Cuts for iPhone 6 Plus in Q1 $AAPL #aapl
http://t.co/SqEtCeOJPQ",RT Apple Lower as Analyst Sees Risk of Sharp Production Cuts for iPhone Plus in Q $AAPL
1,RT @laurrynk: Dear @apple replace my phone my battery sucks,RT Dear replace my phone my battery sucks
5,TheStreet:  #Apple Gets Price Target Boost on Back of Strong #iPhone Demand #aapl http://t.co/f2qTGIBDDq,TheStreet: Gets Price Target Boost on Back of Strong Demand
3,#AAPL MT @FortuneMagazine Can Apple clear name in ebooks drama? Eddy Cue says he'd do it again- but take better notes http://t.co/xCYyyJtK05,MT Can Apple clear name in ebooks drama? Eddy Cue says he would do it again- but take better notes
5,@Apple with now dual core technology http://t.co/sq1VoVV5tf,with now dual core technology
3,Pacific Crest's #Apple Analyst Reiterates Selling Some Shares - Forbes #aapl http://t.co/4WRGdhxi0G,Pacific Crest's Analyst Reiterates Selling Some Shares - Forbes
3,Every student deserves a chance @apple #connected #txed,Every student deserves a chance
1,I'm surprised there isn't more talk about what looked like a flash crash in #AAPL yesterday. Biggest range in years and largely ignored,I am surprised there is not more talk about what looked like a flash crash in yesterday. Biggest range in years and largely ignored
1,I'm surprised there isn't more talk about what looked like a flash crash in #AAPL yesterday. Biggest range in years and largely ignored,I am surprised there is not more talk about what looked like a flash crash in yesterday. Biggest range in years and largely ignored
3,A lack of equal access to technology places students and minorities at a disadvantage.  Education is the great equalizer @apple #txed,A lack of equal access to technology places students and minorities at a disadvantage. Education is the great equalizer
3,RT @RatingsNetwork: Apple's PT raised by Canaccord Genuity to $135.00. buy rating. http://t.co/Nh2vs5lzoE $AAPL #AAPL,RT Apple's PT raised by Canaccord Genuity to $ . . buy rating. $AAPL
3,"APPLE - Fibonacci Technicals Levels - Intraday - Pre-Opening $AAPL #aapl 
http://t.co/lFF61YGu4B",APPLE - Fibonacci Technicals Levels - Intraday - Pre-Opening $AAPL
3,"Realmac Software Launches 'Typed', a Markdown Writing App Featuring a Minimal Interface [Mac Blog] http://t.co/3Hq47gIlE6 #AAPL","Realmac Software Launches 'Typed', a Markdown Writing App Featuring a Minimal Interface [Mac Blog]"
3,@MazeOnPace @Apple Product Line competes with itself. iPhone6+ vs. iPad. Who needs an iPad any longer!?,Product Line competes with itself. iPhone + vs. iPad. Who needs an iPad any longer!?
3,#AAPL:'Fast Money' Recap: Energy Companies Ebb and Flow With Oil Prices...http://t.co/qRwLlGcLk6,:'Fast Money' Recap: Energy Companies Ebb and Flow With Oil Prices...
5,Enjoying the introductions at the @apple #connected launch event.  Some amazing #edtech leaders in the room.  #txed,Enjoying the introductions at the launch event. Some amazing leaders in the room.
5,"Got A New Phone. @Apple 
#Iphone6Plus http://t.co/VRrOnfpUkG",Got A New Phone.
3,U.S. Government Attempts 'Hail Mary' to Get #Apple To Unlock #iPhones #aapl http://t.co/EzUsCC5ZgI,U.S. Government Attempts 'Hail Mary' to Get To Unlock
3,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/PEN0LjAJIR",APPLE - Fibonacci Technicals Levels - Intraday Update - $AAPL
1,Here's Why #Apple Won't Be A Trillion Dollar Company According To Billionaire VC Jim Breyer #aapl http://t.co/2TQVM5v4yB,Here's Why will not Be A Trillion Dollar Company According To Billionaire VC Jim Breyer
1,Chromebooks Overtake Apple's iPads in U.S. Education Market http://t.co/iR8WRGXO2x @apple @googlechrome #chromebooks #ipad,Chromebooks Overtake Apple's iPads in U.S. Education Market
1,Apple Inc. is doomed. $AAPL dropped by 1.54%! Currently priced at 113.3. http://t.co/K6PKMj3Sbf #AAPL,Apple Inc. is doomed. $AAPL dropped by . %! Currently priced at . .
3,Imagine a world without cracked #iPhone screens! @Apple Patents Drop Protection Mechanism http://t.co/cOorkE2pbx http://t.co/D9qtmhDMmR,Imagine a world without cracked screens! Patents Drop Protection Mechanism
3,.@Apple #HealthKit first movers featured at @mHealthsummit | Mobiquity's own @snyder4g also panelist @mhealth14 http://t.co/mrLT6wCnPE,. first movers featured at | Mobiquity's own also panelist
3,#AAPL:How to Remove Apple Pay Credit Cards Remotely From http://t.co/JPD3HwdeeE...http://t.co/7XGBbp7cjW,:How to Remove Apple Pay Credit Cards Remotely From
1,.@Apple wants you to stop taking vertical photos: http://t.co/Aw5nUQmzZk via @OutsideMagazine,. wants you to stop taking vertical photos: via @OutsideMagazine
3,10 best Steve Jobs emails #apple #stevejobs #AAPL http://t.co/7PJHEvkUbh,best Steve Jobs emails
3,"Apple Is Reportedly Planning A 12-Inch iPad That Will Be Like Microsoft's Surface $AAPL #aapl
http://t.co/ahKJeeKqdi",Apple Is Reportedly Planning A -Inch iPad That Will Be Like Microsoft's Surface $AAPL
3,"@Apple [#Apple] #Patents An #iPhone Drop Protection Mechanism That Changes Device .... (#Tuesday, 2 #December) http://t.co/WvSAiPpSW5","[] An Drop Protection Mechanism That Changes Device .... (, )"
5,Props for @apple iTC App Review Team for reviewing metadata rejected resubmission in just 2 hours! Thanks!,Props for iTC App Review Team for reviewing metadata rejected resubmission in just hours! Thanks!
3,Apple bears get paid as put contracts double amid drop http://t.co/KdnL4Uc3Yz #News #AAPL #Applebears #Appleoptions #Apple #iPhone #News,Apple bears get paid as put contracts double amid drop
