airline_sentiment,clean_tweet,vader
negative,how come you do not have an iPhone app? Still using and making me waste paper.,-0.4215
negative,Your back of seat entertainment system does not accept credit cards that have an apostrophe in the surname.,-0.1451
negative,When will VX use all LGA slots instead of today? Adding AUS makes this less likely :(,-0.3862
neutral,is helping me step up my game!,0.3595
positive,I luv ur people and product! thing is y do u charge for herbal tea but not black tea? I am not a caffeine drinker,0
positive,thank you! See y'all soon! I am excited to see the expansion of destinations. Spread those wings!,0.6981
neutral,announces new nonstop connecting &amp; $ intro:,0
neutral,adds Austin-Dallas Love Field route.,0.6369
negative,sad to learn you no longer fly SFO &gt; PHL. Hope it returns!,-0.4003
neutral,"- can you tweet me the Cancelled Flight/chng fee for a flight? or can I rebook under one of your affiliates? If so, who are afiliates?",-0.3695
positive,has the most INCREDIBLE customer service I have ever experienced! So refreshing!,0
neutral,"Now, when will we see VirginAmerica come to Philadelphia (PHL).",0
positive,", am I dreaming? Did you really just open up a route between Dallas and Austin?! And does this mean Houston might be next?",0
neutral,to start xweekly flights from to on APR,0
neutral,Nice to see you expanding in Texas but do not forget about us here in . I would love to see more flights out of here!,0.8747
negative,kinda sucked my earphone jack did not work on my flight. They may want to look into that for future passengers,-0.3415
negative,Very poor experience. First computer problem now seat malfunction. Stuck. Missing meeting in San Diego.,-0.8516
neutral,to battle on route via @usatoday,-0.3818
positive,the DAL-AUS route makes my day!!!!,0
positive,awesome deals DAL-AUS for only $ each way!,0.6588
neutral,I miss the in San Jose,-0.15310000000000001
positive,"love it, taking on in their backyard! Consumers win when biz competes.",0.8516
positive,a is flying from Love to Austin now. That is most excellent news.,0.8479
neutral,can we make every VX plane with ? Why should Austin be the only one getting nerd love?,0.5204
neutral,please add more frequency to PDX Portland,0.3182
positive,Congrats VX on the new route! aid,0.5707
negative,"I tried that. You offered to charge me an additional $ k for a new ticket or be stranded until Thurs. st time, last time.",0
neutral,can u help with flights to get a y old battling cancer who needs treatment in dd d d d,-0.5859
negative,"Never had a bad experience before, but this one took the cake. Now extortion for carry on items as well?",0.5537
negative,Had to spend hours worrying that items in carryon would be broken/stolen since I could not carry them on plane or lock bag.,-0.34
negative,"All of group E was told there was no more room in the bins. when I got on the plane, was room for at least bags in my row!",-0.3595
negative,Thanks for making my flight from LAX to JFK a nightmare by forcing me to check my carry on bag at the gate. ( ),0.4404
negative,I have lots of flights to book and your site it not working!!!! I have been on the phone waiting for over minutes..........,0
positive,I am all about the in flight artisanal cheese and wine pairing.,0
neutral,does Virgin America fly direct from Seattle to NYC or Boston?,0
positive,I am sure a lot of your and JFK-LHR flights go a lot faster than mph with a strong tailwind.,0.6808
positive,now it is just t-minus minutes until my Elevate a Silver upgrade window opens . dd,0
neutral,save some for tomorrow AM!,0.5411
negative,Why is it taking years to fly home to Dallas? Get your shit together.,-0.5574
neutral,club Virgin is bumping in New York,0
positive,would have been a rough trip but LUCKILY we were on a flight.,0.7615
neutral,...Please come to Minneapolis St. Paul!,0.3802
neutral,YES FYI MY BFF,0.8126
positive,"another perfect flight. How come on your planes, the sun visors can stay down? Other carriers make you raise them?",0.6199
positive,"Nice RT The man of steel might be faster, but we have WiFi a just saying.",0.2263
positive,I love the dancing little richard. cool beans.,0.7369
positive,I donat use Passbook =/ I still love you though &lt; :) Iall just use my email in the future.,0.7003
positive,thanks for the free birthday points! y'all are ALL RIGHT with me!,0.7772
neutral,do you have an application for iOS? Was looking and only saw Virgin Mexico :( &lt;/,-0.4404
negative,Man of steel flies to more cities though...and with more frequency too.,0
positive,thanks so much for sharing. Just added it to my site,0.7152
neutral,. I heard he has a virgin mobile hotspot ;),0.2263
neutral,you got cheese pLate Flights too.,0
neutral,On all your flights?,0
positive,Dad on Segway is the best part of this whole infographic!,0.6696
positive,Are there any plans for a short haul airline in Europe? Would defiantly fly with you guys :),0.4588
positive,wifi AND better seating.,0.4404
neutral,how come ABC is the only one of the network channels you do not have?,0
negative,started my flight with a scolding for using an overhead bin that was then offered to the person seated next to me.,0
positive,". not only was it great, but you return my calls the day after. could not ask for more.",0.3716
negative,"While other airlines were not Cancelled Flighting flights into BOS, and helping their customers get home, Virgin was saying Good luck!",0.8455
neutral,"Dear Virgin customer, while you are stranded in SF for days &amp; $ cost- we will do the very least we can to accommodate you!",0.4389
neutral,should use this in their next airline commercial lol ::,0.4215
negative,Grouping Virgin in with the others now. BOS weather has exposed their actual Cus Serv model. Never Flight Booking Problems with Virgin again!,0.3071
negative,"As one of the travelers affected by the Boston storm, I am shocked at Virgin's complete apathy toward their customers.",-0.6249
negative,Umm so no reason as to why this is? Is there someone different I should contact (or contact me) to get a definitive answer?,-0.4316
negative,Trying to make the change in advance (not just hours prior)atried it online earlier and it wanted $ in change fees.,0
positive,"so loyal that I am driving to from , to fly Virgin, since you cut flights ;)",0.4927
neutral,Any way to change from Main Cabin to Main Cabin Select (on same flight) without paying a change fee penalty?,-0.4588
positive,you guys are perfect as always! &lt;,0.6114
positive,thanks! Y'all have some of the best customer service left in the industry.,0.8122
neutral,Can you give me Silver Status for months?,0
positive,really wish you would fly out of those fares are amazings,0.4576
negative,"mood lighting on pointd Reclining my seat, kickin up my feetd",0
negative,my flight ( ) scheduled for pm departure still says on time but no plane at gate. Any update on how long of a delay?,-0.6956
negative,my group got their Cancelled Flightlation fees waived but I can not because my ticket is booked for / ? Your reps were no help either d!,-0.5689
neutral,Are there any sign up bonuses to enroll in Elevate?,0.5574
positive,just got on the pm in Newark home to LA. Your folks at EWR are incredible,0
neutral,morning. If I have a question regarding elevate points &amp; flights can I DM you?,0
neutral,still waiting to see d,0
neutral,was wondering if you guys recieved my dm and we are able to potentially respond asap,0
positive,Flying LAX to SFO and after looking at the awesome movie lineup I actually wish I was on a long haul.,0.7783
neutral,a Book out of town with fares from $ /way (+restr). @JenniferDawnPro,0
positive,Thanks for taking care of that MR!! Happy customer.,0.8856
negative,still no refund or word via DM. Please resolve this issue as your Cancelled Flightled flight was useless to my assistant's trip.,-0.2732
negative,Delayed due to lack of crew and now delayed again because there is a long line for deicing... Still need to improve service,-0.296
positive,thanks -- we filled it out. how is our luck with this? Is it common?,0.7399
negative,Your ERI-ORD express connections are hugely popular .. now if only we could have an ERI-EWR hop! :),0.7495
neutral,even on international flight Glasgow to the U.S.? Then what about orlando to Newark? All mins?,0
negative,you think you boarded flight AU too early? I think so.,0
neutral,"I understand, but it is tough when there is no way to get to the airport w/o serious risk of an accident. it is a steep price.",-0.8957
